state,state_code,year,death_cause,deaths,population,crude_rate,state_abb,law_strength,grade_2017
North Dakota,38,1999,Firearm,49,644259,7.6,ND,37,F
North Dakota,38,2e3,Firearm,43,642200,6.7,ND,37,F
North Dakota,38,2001,Firearm,47,639062,7.4,ND,37,F
North Dakota,38,2002,Firearm,58,638168,9.1,ND,37,F
North Dakota,38,2003,Firearm,58,638817,9.1,ND,37,F
North Dakota,38,2004,Firearm,50,644705,7.8,ND,37,F
North Dakota,38,2005,Firearm,61,646089,9.4,ND,37,F
North Dakota,38,2006,Firearm,46,649422,7.1,ND,37,F
North Dakota,38,2007,Firearm,57,652822,8.7,ND,37,F
North Dakota,38,2008,Firearm,59,657569,9,ND,37,F
North Dakota,38,2009,Firearm,59,664968,8.9,ND,37,F
North Dakota,38,2010,Firearm,65,672591,9.7,ND,37,F
North Dakota,38,2011,Firearm,61,683932,8.9,ND,37,F
North Dakota,38,2012,Firearm,73,699628,10.4,ND,37,F
North Dakota,38,2013,Firearm,86,723393,11.9,ND,37,F
North Dakota,38,2014,Firearm,96,739482,13,ND,37,F
North Dakota,38,2015,Firearm,92,756927,12.2,ND,37,F
North Dakota,38,2016,Firearm,90,757952,11.9,ND,37,F
Ohio,39,1999,Firearm,939,11335454,8.3,OH,21,D
Ohio,39,2e3,Firearm,890,11353140,7.8,OH,21,D
Ohio,39,2001,Firearm,1029,11387404,9,OH,21,D
Ohio,39,2002,Firearm,1069,11407889,9.4,OH,21,D
Ohio,39,2003,Firearm,934,11434788,8.2,OH,21,D
Ohio,39,2004,Firearm,1036,11452251,9,OH,21,D
Ohio,39,2005,Firearm,1116,11463320,9.7,OH,21,D
Ohio,39,2006,Firearm,1114,11481213,9.7,OH,21,D
Ohio,39,2007,Firearm,1105,11500468,9.6,OH,21,D
Ohio,39,2008,Firearm,1115,11515391,9.7,OH,21,D
Ohio,39,2009,Firearm,991,11528896,8.6,OH,21,D
Ohio,39,2010,Firearm,1148,11536504,10,OH,21,D
Ohio,39,2011,Firearm,1227,11544951,10.6,OH,21,D
Ohio,39,2012,Firearm,1263,11544225,10.9,OH,21,D
Ohio,39,2013,Firearm,1289,11570808,11.1,OH,21,D
Ohio,39,2014,Firearm,1211,11594163,10.4,OH,21,D
Ohio,39,2015,Firearm,1397,11613423,12,OH,21,D
Ohio,39,2016,Firearm,1524,11614373,13.1,OH,21,D
Oklahoma,40,1999,Firearm,509,3437147,14.8,OK,27,F
Oklahoma,40,2e3,Firearm,454,3450654,13.2,OK,27,F
Oklahoma,40,2001,Firearm,489,3467100,14.1,OK,27,F
Oklahoma,40,2002,Firearm,452,3489080,13,OK,27,F
Oklahoma,40,2003,Firearm,449,3504892,12.8,OK,27,F
Oklahoma,40,2004,Firearm,457,3525233,13,OK,27,F
Oklahoma,40,2005,Firearm,468,3548597,13.2,OK,27,F
Oklahoma,40,2006,Firearm,482,3594090,13.4,OK,27,F
Oklahoma,40,2007,Firearm,482,3634349,13.3,OK,27,F
Oklahoma,40,2008,Firearm,513,3668976,14,OK,27,F
Oklahoma,40,2009,Firearm,533,3717572,14.3,OK,27,F
Oklahoma,40,2010,Firearm,538,3751351,14.3,OK,27,F
Oklahoma,40,2011,Firearm,628,3791508,16.6,OK,27,F
Oklahoma,40,2012,Firearm,619,3814820,16.2,OK,27,F
Oklahoma,40,2013,Firearm,632,3850568,16.4,OK,27,F
Oklahoma,40,2014,Firearm,611,3878051,15.8,OK,27,F
Oklahoma,40,2015,Firearm,706,3911338,18.1,OK,27,F
Oklahoma,40,2016,Firearm,766,3923561,19.5,OK,27,F
Oregon,41,1999,Firearm,389,3393941,11.5,OR,14,C
Oregon,41,2e3,Firearm,378,3421399,11,OR,14,C
Oregon,41,2001,Firearm,358,3467937,10.3,OR,14,C
Oregon,41,2002,Firearm,374,3513424,10.6,OR,14,C
Oregon,41,2003,Firearm,395,3547376,11.1,OR,14,C
Oregon,41,2004,Firearm,385,3569463,10.8,OR,14,C
Oregon,41,2005,Firearm,402,3613202,11.1,OR,14,C
Oregon,41,2006,Firearm,384,3670883,10.5,OR,14,C
Oregon,41,2007,Firearm,387,3722417,10.4,OR,14,C
Oregon,41,2008,Firearm,385,3768748,10.2,OR,14,C
Oregon,41,2009,Firearm,417,3808600,10.9,OR,14,C
Oregon,41,2010,Firearm,458,3831074,12,OR,14,C
Oregon,41,2011,Firearm,420,3871859,10.8,OR,14,C
Oregon,41,2012,Firearm,443,3899353,11.4,OR,14,C
Oregon,41,2013,Firearm,462,3930065,11.8,OR,14,C
Oregon,41,2014,Firearm,497,3970239,12.5,OR,14,C
Oregon,41,2015,Firearm,486,4028977,12.1,OR,14,C
Oregon,41,2016,Firearm,513,4093465,12.5,OR,14,C
Pennsylvania,42,1999,Firearm,1190,12263805,9.7,PA,13,C
Pennsylvania,42,2e3,Firearm,1256,12281054,10.2,PA,13,C
Pennsylvania,42,2001,Firearm,1172,12298970,9.5,PA,13,C
Pennsylvania,42,2002,Firearm,1220,12331031,9.9,PA,13,C
Pennsylvania,42,2003,Firearm,1230,12374658,9.9,PA,13,C
Pennsylvania,42,2004,Firearm,1270,12410722,10.2,PA,13,C
Pennsylvania,42,2005,Firearm,1352,12449990,10.9,PA,13,C
Pennsylvania,42,2006,Firearm,1371,12510809,11,PA,13,C
Pennsylvania,42,2007,Firearm,1325,12563937,10.5,PA,13,C
Pennsylvania,42,2008,Firearm,1345,12612285,10.7,PA,13,C
Pennsylvania,42,2009,Firearm,1349,12666858,10.6,PA,13,C
Pennsylvania,42,2010,Firearm,1307,12702379,10.3,PA,13,C
Pennsylvania,42,2011,Firearm,1438,12742886,11.3,PA,13,C
Pennsylvania,42,2012,Firearm,1453,12763536,11.4,PA,13,C
Pennsylvania,42,2013,Firearm,1451,12773801,11.4,PA,13,C
Pennsylvania,42,2014,Firearm,1390,12787209,10.9,PA,13,C
Pennsylvania,42,2015,Firearm,1485,12802503,11.6,PA,13,C
Pennsylvania,42,2016,Firearm,1555,12784227,12.2,PA,13,C
Rhode Island,44,1999,Firearm,56,1040402,5.4,RI,9,B
Rhode Island,44,2e3,Firearm,54,1048319,5.2,RI,9,B
Rhode Island,44,2001,Firearm,46,1057142,4.4,RI,9,B
Rhode Island,44,2002,Firearm,55,1065995,5.2,RI,9,B
Rhode Island,44,2003,Firearm,35,1071342,3.3,RI,9,B
Rhode Island,44,2004,Firearm,41,1074579,3.8,RI,9,B
Rhode Island,44,2005,Firearm,39,1067916,3.7,RI,9,B
Rhode Island,44,2006,Firearm,47,1063096,4.4,RI,9,B
Rhode Island,44,2007,Firearm,37,1057315,3.5,RI,9,B
Rhode Island,44,2008,Firearm,44,1055003,4.2,RI,9,B
Rhode Island,44,2009,Firearm,56,1053646,5.3,RI,9,B
Rhode Island,44,2010,Firearm,49,1052567,4.7,RI,9,B
Rhode Island,44,2011,Firearm,33,1051302,3.1,RI,9,B
Rhode Island,44,2012,Firearm,42,1050292,4,RI,9,B
Rhode Island,44,2013,Firearm,56,1051511,5.3,RI,9,B
Rhode Island,44,2014,Firearm,34,1055173,3.2,RI,9,B
Rhode Island,44,2015,Firearm,51,1056298,4.8,RI,9,B
Rhode Island,44,2016,Firearm,49,1056426,4.6,RI,9,B
South Carolina,45,1999,Firearm,552,3974682,13.9,SC,29,F
South Carolina,45,2e3,Firearm,499,4012012,12.4,SC,29,F
South Carolina,45,2001,Firearm,564,4064995,13.9,SC,29,F
South Carolina,45,2002,Firearm,566,4107795,13.8,SC,29,F
South Carolina,45,2003,Firearm,593,4150297,14.3,SC,29,F
South Carolina,45,2004,Firearm,574,4210921,13.6,SC,29,F
South Carolina,45,2005,Firearm,589,4270150,13.8,SC,29,F
South Carolina,45,2006,Firearm,616,4357847,14.1,SC,29,F
South Carolina,45,2007,Firearm,592,4444110,13.3,SC,29,F
South Carolina,45,2008,Firearm,615,4528996,13.6,SC,29,F
South Carolina,45,2009,Firearm,634,4589872,13.8,SC,29,F
South Carolina,45,2010,Firearm,648,4625364,14,SC,29,F
South Carolina,45,2011,Firearm,705,4679230,15.1,SC,29,F
South Carolina,45,2012,Firearm,743,4723723,15.7,SC,29,F
South Carolina,45,2013,Firearm,745,4774839,15.6,SC,29,F
South Carolina,45,2014,Firearm,767,4832482,15.9,SC,29,F
South Carolina,45,2015,Firearm,850,4896146,17.4,SC,29,F
South Carolina,45,2016,Firearm,891,4961119,18,SC,29,F
South Dakota,46,1999,Firearm,73,750412,9.7,SD,40,F
South Dakota,46,2e3,Firearm,56,754844,7.4,SD,40,F
South Dakota,46,2001,Firearm,54,757972,7.1,SD,40,F
South Dakota,46,2002,Firearm,61,760020,8,SD,40,F
South Dakota,46,2003,Firearm,76,763729,10,SD,40,F
South Dakota,46,2004,Firearm,77,770396,10,SD,40,F
South Dakota,46,2005,Firearm,82,775493,10.6,SD,40,F
South Dakota,46,2006,Firearm,77,783033,9.8,SD,40,F
South Dakota,46,2007,Firearm,52,791623,6.6,SD,40,F
South Dakota,46,2008,Firearm,83,799124,10.4,SD,40,F
South Dakota,46,2009,Firearm,75,807067,9.3,SD,40,F
South Dakota,46,2010,Firearm,75,814180,9.2,SD,40,F
South Dakota,46,2011,Firearm,71,824082,8.6,SD,40,F
South Dakota,46,2012,Firearm,84,833354,10.1,SD,40,F
South Dakota,46,2013,Firearm,80,844877,9.5,SD,40,F
South Dakota,46,2014,Firearm,89,853175,10.4,SD,40,F
South Dakota,46,2015,Firearm,96,858469,11.2,SD,40,F
South Dakota,46,2016,Firearm,108,865454,12.5,SD,40,F
Tennessee,47,1999,Firearm,848,5638706,15,TN,24,D
Tennessee,47,2e3,Firearm,898,5689283,15.8,TN,24,D
Tennessee,47,2001,Firearm,845,5750789,14.7,TN,24,D
Tennessee,47,2002,Firearm,905,5795918,15.6,TN,24,D
Tennessee,47,2003,Firearm,837,5847812,14.3,TN,24,D
Tennessee,47,2004,Firearm,869,5910809,14.7,TN,24,D
Tennessee,47,2005,Firearm,976,5991057,16.3,TN,24,D
Tennessee,47,2006,Firearm,943,6088766,15.5,TN,24,D
Tennessee,47,2007,Firearm,924,6175727,15,TN,24,D
Tennessee,47,2008,Firearm,985,6247411,15.8,TN,24,D
Tennessee,47,2009,Firearm,966,6306019,15.3,TN,24,D
Tennessee,47,2010,Firearm,932,6346105,14.7,TN,24,D
Tennessee,47,2011,Firearm,948,6403353,14.8,TN,24,D
Tennessee,47,2012,Firearm,995,6456243,15.4,TN,24,D
Tennessee,47,2013,Firearm,1030,6495978,15.9,TN,24,D
Tennessee,47,2014,Firearm,1016,6549352,15.5,TN,24,D
Tennessee,47,2015,Firearm,1075,6600299,16.3,TN,24,D
Tennessee,47,2016,Firearm,1148,6651194,17.3,TN,24,D
Texas,48,1999,Firearm,2117,20558220,10.3,TX,32,F
Texas,48,2e3,Firearm,2168,20851820,10.4,TX,32,F
Texas,48,2001,Firearm,2350,21319622,11,TX,32,F
Texas,48,2002,Firearm,2301,21690325,10.6,TX,32,F
Texas,48,2003,Firearm,2432,22030931,11,TX,32,F
Texas,48,2004,Firearm,2342,22394023,10.5,TX,32,F
Texas,48,2005,Firearm,2490,22778123,10.9,TX,32,F
Texas,48,2006,Firearm,2422,23359580,10.4,TX,32,F
Texas,48,2007,Firearm,2561,23831983,10.7,TX,32,F
Texas,48,2008,Firearm,2598,24309039,10.7,TX,32,F
Texas,48,2009,Firearm,2691,24801761,10.9,TX,32,F
Texas,48,2010,Firearm,2714,25145561,10.8,TX,32,F
Texas,48,2011,Firearm,2599,25674681,10.1,TX,32,F
Texas,48,2012,Firearm,2743,26059203,10.5,TX,32,F
Texas,48,2013,Firearm,2778,26448193,10.5,TX,32,F
Texas,48,2014,Firearm,2848,26956958,10.6,TX,32,F
Texas,48,2015,Firearm,3203,27469114,11.7,TX,32,F
Texas,48,2016,Firearm,3353,27862596,12,TX,32,F
Utah,49,1999,Firearm,192,2203482,8.7,UT,27,F
Utah,49,2e3,Firearm,193,2233169,8.6,UT,27,F
Utah,49,2001,Firearm,229,2283715,10,UT,27,F
Utah,49,2002,Firearm,207,2324815,8.9,UT,27,F
Utah,49,2003,Firearm,230,2360137,9.7,UT,27,F
Utah,49,2004,Firearm,225,2401580,9.4,UT,27,F
Utah,49,2005,Firearm,227,2457719,9.2,UT,27,F
Utah,49,2006,Firearm,224,2525507,8.9,UT,27,F
Utah,49,2007,Firearm,253,2597746,9.7,UT,27,F
Utah,49,2008,Firearm,238,2663029,8.9,UT,27,F
Utah,49,2009,Firearm,260,2723421,9.5,UT,27,F
Utah,49,2010,Firearm,314,2763885,11.4,UT,27,F
Utah,49,2011,Firearm,308,2817222,10.9,UT,27,F
Utah,49,2012,Firearm,324,2855287,11.3,UT,27,F
Utah,49,2013,Firearm,339,2900872,11.7,UT,27,F
Utah,49,2014,Firearm,337,2942902,11.5,UT,27,F
Utah,49,2015,Firearm,367,2995919,12.2,UT,27,F
Utah,49,2016,Firearm,370,3051217,12.1,UT,27,F
Vermont,50,1999,Firearm,57,604683,9.4,VT,41,F
Vermont,50,2e3,Firearm,55,608827,9,VT,41,F
Vermont,50,2001,Firearm,51,612223,8.3,VT,41,F
Vermont,50,2002,Firearm,62,615442,10.1,VT,41,F
Vermont,50,2003,Firearm,48,617858,7.8,VT,41,F
Vermont,50,2004,Firearm,61,619920,9.8,VT,41,F
Vermont,50,2005,Firearm,44,621215,7.1,VT,41,F
Vermont,50,2006,Firearm,54,622892,8.7,VT,41,F
Vermont,50,2007,Firearm,52,623481,8.3,VT,41,F
Vermont,50,2008,Firearm,54,624151,8.7,VT,41,F
Vermont,50,2009,Firearm,60,624817,9.6,VT,41,F
Vermont,50,2010,Firearm,70,625741,11.2,VT,41,F
Vermont,50,2011,Firearm,78,626431,12.5,VT,41,F
Vermont,50,2012,Firearm,56,626011,8.9,VT,41,F
Vermont,50,2013,Firearm,65,626630,10.4,VT,41,F
Vermont,50,2014,Firearm,69,626562,11,VT,41,F
Vermont,50,2015,Firearm,70,626042,11.2,VT,41,F
Vermont,50,2016,Firearm,78,624594,12.5,VT,41,F
Virginia,51,1999,Firearm,823,7000174,11.8,VA,20,D
Virginia,51,2e3,Firearm,794,7078515,11.2,VA,20,D
Virginia,51,2001,Firearm,771,7198362,10.7,VA,20,D
Virginia,51,2002,Firearm,806,7286873,11.1,VA,20,D
Virginia,51,2003,Firearm,811,7366977,11,VA,20,D
Virginia,51,2004,Firearm,817,7475575,10.9,VA,20,D
Virginia,51,2005,Firearm,888,7577105,11.7,VA,20,D
Virginia,51,2006,Firearm,816,7673725,10.6,VA,20,D
Virginia,51,2007,Firearm,825,7751e3,10.6,VA,20,D
Virginia,51,2008,Firearm,817,7833496,10.4,VA,20,D
Virginia,51,2009,Firearm,836,7925937,10.5,VA,20,D
Virginia,51,2010,Firearm,875,8001024,10.9,VA,20,D
Virginia,51,2011,Firearm,868,8096604,10.7,VA,20,D
Virginia,51,2012,Firearm,840,8185867,10.3,VA,20,D
Virginia,51,2013,Firearm,864,8260405,10.5,VA,20,D
Virginia,51,2014,Firearm,889,8326289,10.7,VA,20,D
Virginia,51,2015,Firearm,946,8382993,11.3,VA,20,D
Virginia,51,2016,Firearm,1049,8411808,12.5,VA,20,D
Washington,53,1999,Firearm,585,5842564,10,WA,10,B
Washington,53,2e3,Firearm,523,5894121,8.9,WA,10,B
Washington,53,2001,Firearm,510,5985722,8.5,WA,10,B
Washington,53,2002,Firearm,568,6052349,9.4,WA,10,B
Washington,53,2003,Firearm,565,6104115,9.3,WA,10,B
Washington,53,2004,Firearm,569,6178645,9.2,WA,10,B
Washington,53,2005,Firearm,567,6257305,9.1,WA,10,B
Washington,53,2006,Firearm,546,6370753,8.6,WA,10,B
Washington,53,2007,Firearm,548,6461587,8.5,WA,10,B
Washington,53,2008,Firearm,587,6562231,8.9,WA,10,B
Washington,53,2009,Firearm,623,6667426,9.3,WA,10,B
Washington,53,2010,Firearm,609,6724540,9.1,WA,10,B
Washington,53,2011,Firearm,624,6830038,9.1,WA,10,B
Washington,53,2012,Firearm,681,6897012,9.9,WA,10,B
Washington,53,2013,Firearm,632,6971406,9.1,WA,10,B
Washington,53,2014,Firearm,702,7061530,9.9,WA,10,B
Washington,53,2015,Firearm,718,7170351,10,WA,10,B
Washington,53,2016,Firearm,686,7288e3,9.4,WA,10,B
West Virginia,54,1999,Firearm,250,1811799,13.8,WV,32,F
West Virginia,54,2e3,Firearm,242,1808344,13.4,WV,32,F
West Virginia,54,2001,Firearm,251,1801481,13.9,WV,32,F
West Virginia,54,2002,Firearm,271,1805414,15,WV,32,F
West Virginia,54,2003,Firearm,265,1812295,14.6,WV,32,F
West Virginia,54,2004,Firearm,253,1816438,13.9,WV,32,F
West Virginia,54,2005,Firearm,261,1820492,14.3,WV,32,F
West Virginia,54,2006,Firearm,253,1827912,13.8,WV,32,F
West Virginia,54,2007,Firearm,267,1834052,14.6,WV,32,F
West Virginia,54,2008,Firearm,239,1840310,13,WV,32,F
West Virginia,54,2009,Firearm,251,1847775,13.6,WV,32,F
West Virginia,54,2010,Firearm,273,1852994,14.7,WV,32,F
West Virginia,54,2011,Firearm,278,1855364,15,WV,32,F
West Virginia,54,2012,Firearm,278,1855413,15,WV,32,F
West Virginia,54,2013,Firearm,280,1854304,15.1,WV,32,F
West Virginia,54,2014,Firearm,286,1850326,15.5,WV,32,F
West Virginia,54,2015,Firearm,278,1844128,15.1,WV,32,F
West Virginia,54,2016,Firearm,332,1831102,18.1,WV,32,F
Wisconsin,55,1999,Firearm,448,5332666,8.4,WI,17,C
Wisconsin,55,2e3,Firearm,432,5363675,8.1,WI,17,C
Wisconsin,55,2001,Firearm,475,5406835,8.8,WI,17,C
Wisconsin,55,2002,Firearm,446,5445162,8.2,WI,17,C
Wisconsin,55,2003,Firearm,468,5479203,8.5,WI,17,C
Wisconsin,55,2004,Firearm,413,5514026,7.5,WI,17,C
Wisconsin,55,2005,Firearm,474,5546166,8.5,WI,17,C
Wisconsin,55,2006,Firearm,424,5577655,7.6,WI,17,C
Wisconsin,55,2007,Firearm,488,5610775,8.7,WI,17,C
Wisconsin,55,2008,Firearm,443,5640996,7.9,WI,17,C
Wisconsin,55,2009,Firearm,457,5669264,8.1,WI,17,C
Wisconsin,55,2010,Firearm,501,5686986,8.8,WI,17,C
Wisconsin,55,2011,Firearm,445,5711767,7.8,WI,17,C
Wisconsin,55,2012,Firearm,483,5726398,8.4,WI,17,C
Wisconsin,55,2013,Firearm,570,5742713,9.9,WI,17,C
Wisconsin,55,2014,Firearm,487,5757564,8.5,WI,17,C
Wisconsin,55,2015,Firearm,613,5771337,10.6,WI,17,C
Wisconsin,55,2016,Firearm,664,5778708,11.5,WI,17,C
Wyoming,56,1999,Firearm,74,491780,15,WY,45,F
Wyoming,56,2e3,Firearm,58,493782,11.7,WY,45,F
Wyoming,56,2001,Firearm,70,494657,14.2,WY,45,F
Wyoming,56,2002,Firearm,95,500017,19,WY,45,F
Wyoming,56,2003,Firearm,89,503453,17.7,WY,45,F
Wyoming,56,2004,Firearm,56,509106,11,WY,45,F
Wyoming,56,2005,Firearm,71,514157,13.8,WY,45,F
Wyoming,56,2006,Firearm,80,522667,15.3,WY,45,F
Wyoming,56,2007,Firearm,76,534876,14.2,WY,45,F
Wyoming,56,2008,Firearm,93,546043,17,WY,45,F
Wyoming,56,2009,Firearm,96,559851,17.1,WY,45,F
Wyoming,56,2010,Firearm,92,563626,16.3,WY,45,F
Wyoming,56,2011,Firearm,96,568158,16.9,WY,45,F
Wyoming,56,2012,Firearm,117,576412,20.3,WY,45,F
Wyoming,56,2013,Firearm,102,582658,17.5,WY,45,F
Wyoming,56,2014,Firearm,93,584153,15.9,WY,45,F
Wyoming,56,2015,Firearm,113,586107,19.3,WY,45,F
Wyoming,56,2016,Firearm,101,585501,17.3,WY,45,F
